용어번호,용어설명,용어명,요약
964,고대 그리이스에서 시민광장으로 쓰인 공공집회 장소를 말한다. 이 광장은 시민들이 모여 민주주의적인 정치토론과 시민권리에 대한 논의를 활발히 하였던 곳으로 유명하다. 이 광장을 중심으로 부근에는 공공건물 교회 시장 등이 배열하여 있어 이 광장을 중심으로 해서 오늘날의 중심업무지구(C.B.D)역할을 하기도 하였다.,아고라(agora),
986,도로가 서로 교차할 때 2개의 도로를 진출입시킬 목적으로 서로 연결하는 도로이다. 연결로는 일반적으로 고속도로와 연결되는 경우와 일반도로에 연결되는 경우로 구분할 수 있다. 대부분의 진입 연결로는 도로의 우측부분에 설치되며 특별히 좌측에 설치되는 경우 차량의 속도가 빠르기 때문에 교통사고 위험성이 높아 바람직하지 않으며 충분한 변속차로를 두어야 한다.,연결도로(連結道路 ramp),
1017,같은 방향으로 진행하는 2개 이상의 교통흐름이 교통관제시설의 도움없이 서로 교차하는 비교적 긴 도로구간에서 나타나는 현상을 말하며 교통류의 합류구간과 분류구간이 인접해 있는 경우나 진입로가 진출로와 인접하여 있을 때 발생하게 된다. 이러한 위빙이 발생하는 구간에서는 운전자가 원하는 도로지점으로 접근하기 위하여 많은 양의 차선변경이 발생하며 이에 따라 다른 도로와 달리 특수한 교통운영 기법이 필요하며 도로의 설계에 있어 극히 주의하지 않으면 교통혼잡이 발생하기 쉽고 교통사고의 위험도 대단히 높게 된다.,위빙(weaving),
1091,건설교통부장관은 주택에 대한 투기수요를 억제하고 투명한 주택거래 관행의 정착을 통한 주택가격 안정을 위하여 전국 55개 투기지역(2004년 4월 현재)중 주택에 대한 투기가 성행하거나 성행할 우려가 있는 지역에 한하여 해당 지자체와 협의 후 주택정책심의위원회 심의를 거쳐 주택거래신고지역으로 지정한다. 주택거래신고지역으로 지정될 경우 신고대상 주택에 대하여 대가가 수반되는 소유권 이전시 계약체결일로부터 15일 이내에 관할 시장?군수?구청장에 주택거래에 대한 제반사항을 신고하여야 한다. 거래가 신고된 주택에 대해서는 취득세 및 등록세가 실거래가격을 기준으로 부과되어 기존의 세액보다 3~5배가량(건설교통부 주택정책과 행정정보 자료)의 세금부담이 늘어날 것으로 전망된다. 신고대상 주택으로는 주택거래신고지역 내의 전용면적 60㎡초과 아파트 전용면적 150㎡초과 연립주택 그리고 재건축?재개발 정비구역안의 모든 아파트와 연립주택이 포함된다. 주택거래신고지역으로 지정된 당해 지역의 주택가격이 신고지역 지정 전의 가격 수준으로 하락되어 상당기간 다시 반등할 우려가 없다고 판단되어 관할 지방자치단체장이 신고지역 해제를 요청하는 경우 주택정책심의위원회의 심의를 거쳐 해제하게 된다.,주택거래신고제(住宅去來申告制),
953,☞녹지,시설녹지(施設綠地),
356,;에코주택은 생태보전적 주거단지로서 단지내 실개천이나 인공산 소생물권 등을 조성하여 기존 생태계를 보전할 수 있도록 설계된 주거단지이다.,에코주택,
1771,,완화용도,각 용도지역안에서 건축할 수 있는 건축물의 용도 종류 및 규모 등의 범위 안에서 이를 완하여 건축할 수 있게 하는 것을 말한다.
1015,「도시계획시설의결정?구조및설치기준에관한규칙」에서 운하는 주로 지역간의 내륙수운을 위하여 설치하는 시설을 말한다. 운하를 결정할 때에는 기존의 수로가 있을 때에는 가급적 그 수로를 활용토록 하며 지역간의 물동량을 감안한 화물수송량 및 경제성을 고려하며 또한 항만?도로?철도 등과 운하와의 수륙교통관계체계가 상호 유기적으로 연결되도록 한다. 아울러 기존 하천의 유로를 저수공사?준설 등으로 개량하거나 직강공사 등으로 뱃길을 만들고자하는 경우에는 이를 하천시설로 설치하여야 한다.,운하(運河),
363,;유비쿼터스도시계획이란 국토종합계획;유비쿼터스도시종합계획 등 상위계획의 내용을 토대로 시;군이 추진하여야 할 구체적인 <a class='LINK' href='javascript:openWordLink('유비쿼터스 도시');'>유비쿼터스 도시</a>상을 제시하는 법정 계획으로 유비쿼터스도시건설의 기본방향과 추진전략 유비쿼터스도시기반시설의 구축 및 효율적인 운영전략 등을 제시하여 하위계획인 유비쿼터스도시건설사업계획;실시계획 등의 기본이 되는 계획이다.,유비쿼터스도시계획,
1054,「도시계획시설의결정?구조및설치기준에관한규칙」에서 자동차정류장은 여객자동차터미널 화물터미널 공영차고지를 말한다. ① 여객자동차터미널：「여객자동차운수사업법」의 규정에 의한 여객자동차터미널로서 여객자동차터미널사업자가 시내버스운송사업?농어촌버스운송사업?시외버스운송사업 또는 전세버스운송사업에 제공하기 위하여 설치하는 터미널.② 화물터미널：「화물유통촉진법」규정에 의한 화물터미널로서 화물터미널사업자가 「화물자동차운수사업법시행령」규정에 의한 일반화물자동차운송사업 또는 「해운법」규정에 의한 해상화물운송사업에 제공하기 위하여 설치하는 터미널.③ 공영차고지：여객자동차운수사업용 및 화물자동차운수사업용 공영차고지.',자동차정류장(自動車停留場),
1089,「주차장법」에 의하면 자동차의 주차를 위한 시설로서 노상주차장 노외주차장 부설주차장으로 구분된다. 노상주차장은 도로의 노면 또는 교통광장의 일정한 구역에 설치된 주차장으로서 일반의 이용에 제공되는 것을 말하며 노외주차장은 도로의 노면 및 교통광장 외의 장소에 설치된 주차장으로서 일반의 이용에 제공되는 것을 말한다. 부설주차장은 건축물 골프연습장 기타 주차수요를 유발하는 시설에 부대하여 설치된 주차장으로서 당해 건축물?시설의 이용자 또는 일반의 이용에 제공되는 것을 말한다. 도시계획시설로서의 주차장은 「주차장법」에 의한 노외주차장을 말한다.,주차장(駐車場),
1225,보기 범례 모범 등으로 번역되며 특정영역이나 시대의 지배적인 과학적 대상파악 방법을 일컫는다.,패러다임(paradigm),
954,학교시설?공용시설?항만 또는 공항의 보호 업무기능의 효율화 항공기의 안전운행 등을 위하여 필요한 지구로써 「국토의계획및이용에관한법률시행령」에 의해 다음과 같이 세분하고 있다.① 학교시설보호지구：학교의 교육환경을 보호?유지하기 위하여 필요한 지구.② 공용시설보호지구：공용시설을 보호하고 공공업무기능을 효율화하기 위하여 필요한 지구.③ 항만시설보호지구：항만기능을 효율화하고 항만시설의 관리?운영을 위하여 필요한 지구.④ 공항시설보호지구：공항시설의 보호와 항공기의 안전운항을 위하여 필요한 지구.',시설보호지구(施設保護地區),
227,;역사공원이란 도시공원의 한 종류로서 도시의 역사적 장소나 시설물 유적;유물 등을 활용하여 도시민의 휴식;교육을 목적으로 설치하는 공원이다.;역사공원은 기존의 문화재가 있는 지역 이외에도 문화재가 위치한 외곽 일정지역을 포함하여 공원으로 지정할 수 있다. 역사공원을 조성할 경우에는 공원의 핵심적인 역사 소재를 다루는 수준과 방법을 보존 보전 복원 여부에 따라 적절하게 선택하여야 한다. 유적지 중심의 역사공원은 과거로부터 이어져 내려오는 유적지나 명승지를 중심으로 하는 공원으로서 유적지의 보존?활용에 중점을 두도록 한다.,역사공원,
532,<span style='letter-spacing: -0.5pt'>건축물의 용도변경을 하고자 할 때에는 </span><span style='letter-spacing: -0.5pt'>「</span><span style='letter-spacing: -0.5pt'>건축법 시행령</span><span style='letter-spacing: -0.5pt'>」</span><span style='letter-spacing: -0.5pt'>에서 규정된 시설군에 대한 기</span><span style='letter-spacing: -0.6pt'>준에</span><span style='letter-spacing: -0.1pt'>따라 허가를 받거나 용도변경에 대한 신고</span><span style='letter-spacing: -0.1pt'> </span><span style='letter-spacing: -0.1pt'>혹은 건축물대장 기재내용 변경신청을 </span>해야 한다<span style='letter-spacing: 0pt'>.</span>;용도별 시설군은 다음과 같이 구분된다<span style='letter-spacing: 0pt'>.</span><table style='border-right: medium none; border-collapse: collapse; border-bottom: medium none; border-left: medium none'>    <tbody><tr>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 18.61pt; border-right: #c0c0c0 0.28pt solid; width: 89.59pt; background: #e5e5e5; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: medium none; padding-right: 5.1pt'>            <div style='text-align: center'>시 설 군            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 18.61pt; border-right: medium none; width: 248.67pt; background: #e5e5e5; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <div style='text-align: center'>용 도            </td>        </tr><tr>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.33pt; border-right: #c0c0c0 0.28pt solid; width: 89.59pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: medium none; padding-right: 5.1pt'>            <span style='letter-spacing: -0.5pt'>1. </span>자동차관련 시설군            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.33pt; border-right: medium none; width: 248.67pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            자동차관련시설            </td>        </tr><tr>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 32.12pt; border-right: #c0c0c0 0.28pt solid; width: 89.59pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: medium none; padding-right: 5.1pt'>            <span style='letter-spacing: -0.5pt'>2. </span>산업 등 시설군            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 32.12pt; border-right: medium none; width: 248.67pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            <span style='letter-spacing: -0.4pt'>운수시설</span><span style='letter-spacing: -0.4pt'> </span><span style='letter-spacing: -0.4pt'>창고시설</span><span style='letter-spacing: -0.4pt'> </span><span style='letter-spacing: -0.4pt'>공장</span><span style='letter-spacing: -0.4pt'> </span><span style='letter-spacing: -0.4pt'>위험물저장 및 처리시설</span><span style='letter-spacing: -0.4pt'> </span><span style='letter-spacing: -0.4pt'>자원순환 관련시설</span><span style='letter-spacing: -0.4pt'> </span><span style='letter-spacing: -0.4pt'>묘지관련시설</span><span style='letter-spacing: -0.4pt'> </span><span style='letter-spacing: -0.4pt'>장례식장</span>            </td>        </tr><tr>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.33pt; border-right: #c0c0c0 0.28pt solid; width: 89.59pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: medium none; padding-right: 5.1pt'>            <span style='letter-spacing: -0.5pt'>3. </span>전기통신시설군            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.33pt; border-right: medium none; width: 248.67pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            방송통신시설<span style='letter-spacing: -0.5pt'> </span>발전시설            </td>        </tr><tr>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.33pt; border-right: #c0c0c0 0.28pt solid; width: 89.59pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: medium none; padding-right: 5.1pt'>            <span style='letter-spacing: -0.5pt'>4. </span>문화집회시설군            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.33pt; border-right: medium none; width: 248.67pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            문화 및 집회시설<span style='letter-spacing: -0.5pt'> </span>종교시설<span style='letter-spacing: -0.5pt'> </span>위락시설<span style='letter-spacing: -0.5pt'> </span>관광휴게시설            </td>        </tr><tr>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.33pt; border-right: #c0c0c0 0.28pt solid; width: 89.59pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: medium none; padding-right: 5.1pt'>            <span style='letter-spacing: -0.5pt'>5. </span>영업시설군            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.33pt; border-right: medium none; width: 248.67pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            판매시설<span style='letter-spacing: -0.5pt'> </span>운동시설<span style='letter-spacing: -0.5pt'> </span>숙박시설<span style='letter-spacing: -0.5pt'> </span>제<span style='letter-spacing: -0.5pt'>2</span>종 근린생활시설 중 다중생활시설            </td>        </tr><tr>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.33pt; border-right: #c0c0c0 0.28pt solid; width: 89.59pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: medium none; padding-right: 5.1pt'>            <span style='letter-spacing: -0.5pt'>6. </span>교육 및 복지시설군            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.33pt; border-right: medium none; width: 248.67pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            의료시설<span style='letter-spacing: -0.5pt'> </span>교육연구시설<span style='letter-spacing: -0.5pt'> </span>노유자시설<span style='letter-spacing: -0.5pt'> </span>수련시설            </td>        </tr><tr>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.33pt; border-right: #c0c0c0 0.28pt solid; width: 89.59pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: medium none; padding-right: 5.1pt'>            <span style='letter-spacing: -0.5pt'>7. </span>근린생활시설군            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.33pt; border-right: medium none; width: 248.67pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            제<span style='letter-spacing: -0.5pt'>1</span>종 근린생활시설<span style='letter-spacing: -0.5pt'> </span>제<span style='letter-spacing: -0.5pt'>2</span>종 근린생활시설<span style='letter-spacing: -0.5pt'>(</span>다중생활시설은 제외한다<span style='letter-spacing: -0.5pt'>)</span>            </td>        </tr> <tr>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.33pt; border-right: #c0c0c0 0.28pt solid; width: 89.59pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: medium none; padding-right: 5.1pt'>            <span style='letter-spacing: -0.5pt'>8. </span>주거업무시설군            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.33pt; border-right: medium none; width: 248.67pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            단독주택<span style='letter-spacing: -0.5pt'> </span>공동주택<span style='letter-spacing: -0.5pt'> </span>업무시설<span style='letter-spacing: -0.5pt'> </span>교정 및 군사시설            </td>        </tr><tr>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.24pt; border-right: #c0c0c0 0.28pt solid; width: 89.59pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: medium none; padding-right: 5.1pt'>            <span style='letter-spacing: -0.5pt'>9. </span>그 밖의 시설군            </td>            <td valign='middle' style='border-top: #c0c0c0 0.28pt solid; height: 21.24pt; border-right: medium none; width: 248.67pt; border-bottom: #c0c0c0 0.28pt solid; padding-bottom: 1.41pt; padding-top: 1.41pt; padding-left: 5.1pt; border-left: #c0c0c0 0.28pt solid; padding-right: 5.1pt'>            동물 및 식물관련시설            </td>        </tr>    </tbody></table>    허가대상 <span style='letter-spacing: -0.8pt'>: </span>시설군의 순서에 의해 상위군의 용도로 변경하는 경우    신고대상 <span style='letter-spacing: -0.8pt'>: </span>시설군의 순서에 의해 하위군의 용도로 변경하는 경우    건축물대장 기재내용 변경신청 <span style='letter-spacing: -0.8pt'>: </span>같은 시설군 안에서의 용도 변경;<span style='letter-spacing: -0.5pt'>예를 들면 </span><span style='letter-spacing: -0.5pt'>8</span><span style='letter-spacing: -0.5pt'>번째 주거업무시설군인 단독주택을 </span><span style='letter-spacing: -0.5pt'>7</span><span style='letter-spacing: -0.5pt'>번째 근린생활시설군인 미용원으로 용도를</span> 변경하고자 할 때에는 상위 시설군으로 용도를 변경하는 경우이므로 특별자치도지사 <span style='letter-spacing: -0.1pt'>또는 시장</span><span style='letter-spacing: -0.1pt'> </span><span style='letter-spacing: -0.1pt'>군수</span><span style='letter-spacing: -0.1pt'> </span><span style='letter-spacing: -0.1pt'>구청장의 허가를 받아야 한다</span><span style='letter-spacing: -0.1pt'>. </span><span style='letter-spacing: -0.1pt'>반대의 경우로 </span><span style='letter-spacing: -0.1pt'>7</span><span style='letter-spacing: -0.1pt'>번째 근린생활시설군인</span> 음식점을 <span style='letter-spacing: 0pt'>8</span>번째 주거업무시설군인 단독주택으로 용도 변환하고자 할 때에는 하위 시설군으로 용도를 변경하는 경우이므로 특별자치도지사 또는 시장<span style='letter-spacing: 0pt'> </span>군수<span style='letter-spacing: 0pt'> </span>구청장에게 신고해야 한다<span style='letter-spacing: 0pt'>. </span>;건축물의 용도를 변경하고자 할 때에는 우선 변경하고자 하는 용도가 <span style='letter-spacing: 0pt'>「</span>국토의 계획 및 이용에 관한 법률<span style='letter-spacing: 0pt'>」</span>에 의한 해당 용도지역<span style='letter-spacing: 0pt'>;</span>지구 안에서 건축할 수 있는 용도인지 고려해야 하며<span style='letter-spacing: 0pt'> </span>변경하려는 용도의 건축기준을 만족시켜야 한다<span style='letter-spacing: 0pt'>. </span>;<span style='letter-spacing: -0.5pt'>용도변경을 위한 기존 건축물의 수선 또는 변경이 필요한 경우에는 다음을 고려해야 한다</span><span style='letter-spacing: -0.5pt'>.</span>    <span style='letter-spacing: -0.6pt'>허가나 신고 대상인 경우로서 용도변경하려는 부분의 바닥면적의 합계가 </span><span style='letter-spacing: -0.6pt'>100</span><span style='letter-spacing: -0.6pt'>㎡ </span><span style='letter-spacing: -0.6pt'>이상인</span> 경우에는 <span style='letter-spacing: -0.8pt'>「</span>건축법<span style='letter-spacing: -0.8pt'>」</span>에 의한 사용승인을 받아야한다<span style='letter-spacing: -0.8pt'>.</span>    허가 대상인 경우로서 용도변경하려는 부분의 바닥면적의 합계가 <span style='letter-spacing: -0.8pt'>500</span><span style='letter-spacing: -0.8pt'>㎡</span>이상일 경우의 수선 또는 변경은 건축사가 설계하여야 한다<span style='letter-spacing: -0.8pt'>.</span><span style='font-size: 5pt'>; </span><span style='letter-spacing: -0.2pt'>「</span><span style='letter-spacing: -0.2pt'>건축법</span><span style='letter-spacing: -0.2pt'>」</span><span style='letter-spacing: -0.2pt'>에 의한 허가를 받지 않거나 신고 없이 무단용도변경을 한 경우에는 관할관청이 </span>해당 용도변경 부분의 시가표준액의 <span style='letter-spacing: 0pt'>10%</span>에 해당하는 금액을 이행강제금으로 부과할 수 있다<span style='letter-spacing: 0pt'>.</span>,용도변경,「건축법」에 의해 구분 적용된 건축물의 용도를 타 용도로 변경하는 행위를 말한다.
1586,유원지는 결정기준에 의해 시;군내 공지의 적절한 활용 여가공간의 확보 도시환경의 미화 자연환경의 보전 등의 효과를 높일 수 있어야 하며 준주거지역;일반상업지역;자연녹지지역 및 계획관리지역에 한하여 설치할 수 있다. 또한 유원지의 접근성 안전성 친환경성 등에 대한 충분한 고려를 거쳐 1만㎡ 이상의 적정한 규모로 설치해야 한다.유원지는 연령과 성별에 구분 없이 이용할 수 있는 시설을 다양하게 설치하되 유원지 시설로 설치하는 건축물의 건폐율;용적률은 당해 용도지역 건폐율;용적률의 범위 안에서 도시계획조례로 따로 정할 수 있으며 다만 유원지가 자연녹지지역에 위치하는 경우에는 건폐율은 30%이내로 해야 한다.,유원지,주로 주민의 복지향상에 기여하기 위하여 설치하는 오락과 휴양을 위한 시설로서 「국토의 계획 및 이용에 관한 법률」에 의한 기반시설 중 공간시설의 하나이다.
1270,토지구획정리전 택지의 위치 지목 면적 이용도 기타 필요한 사항을 고려하여 소유주에게 재배분하는 택지를 의미한다. 환지를 결정하는 절차는 ①환지계획을 세우고 ②그에 따라 환지설계를 하며 ③환지처분을 한 이것을 환지확정이라 한다. 환지처분을 하는데는 가로 공원 등 공공시설공사를 완료하고 환지처분을 마칠 때까지 정리전의 토지권리자에게 토지상의 권리행사 일체를 못하게 규정하고 있다. 이와 같은 불편을 덜게 하기 위하여 환지예정지를 정하고 그 예정지에 종전과 같은 내용의 권리를 행사하게 하는데 이를 보통 가환지(假換地)라고도 부른다.☞ 환지처분 환지예정지',환지(換地),
447,신도시주의(New Urbanism)는 도시의 사회문제가 무분별한 도시확산과 밀접한 관계가 있으며 이러한 사회문제를 해결하기 위해 도시개발에 대한 근본적 접근 방법의 전환이 필요하다는 인식으로부터 출발한 도시계획이론이다.미국의 개발원칙을 체계적으로 변화시키는 것을 목적으로 1993년 10월 버지니아주 알렉산드리아에서의 모임에서 비롯되어 순수 전문가 조직체가 아닌 서로 다른 분야의 설계전문가와 공공 및 민간의 정책 결정권자 도시설계나 도시계획에 관심을 가지는 시민들의 연합체로서의 신도시주의(New Urbanism) 협회가 구성되었다.이러한 신도시주의 운동을 체계적으로 전개시키기 위하여 공공정책 개발행위 도시계획과 설계를 이끌고자 하는 뉴어바니즘 헌장(27개조)을 수립하여 기본원칙을 제시하였다.뉴어바니즘 헌장에서는 크게 3가지의 권역(대도시권 및 시가지규모차원 근린주구차원 개별건축물차원)으로 나눠 접근하고 있다.기본적인 원칙사항으로서 근린주구는 용도와 인구에 있어서 다양하여야 하며 커뮤니티 설계에 있어서 보행자와 대중교통을 중요하게 다루며 복합적인 토지이용을 추구하여야 한다. 또한 도시와 타운은 어디서든지 접근이 가능하면서 물리적으로는 공공공간과 커뮤니티 시설에 의해 형태를 갖추면서 도시적 장소는 그 지역의 역사와 문화 등 지역적 특성과 관행을 존중하도록 강조하고 있다. 결국 뉴어바니즘은 기존 도시에 대한 반성을 통해 도시를 재구성 인간과 환경 중심의 공간으로 되살리는 새로운 운동이다.;;※ 근린주구(近隣住區 neighborhood unit)미국의 건축가이며 도시계획가인 미국의 페리(C. A. Perry)가 1929년 제안한 주거단지계획 개념으로서 어린이놀이터 상점 교회당 학교와 같이 주민생활에 필요한 공공시설의 기준을 마련하고자 초등학교 도보권을 기준으로 설정된 단위 주거구역을 말한다.이러한 근린주구 조성을 위하여 페리는 6가지 계획원칙을 제시하였다.    규모 : 주거단위는 하나의 초등하교 운영에 필요한 인구규모를 가져야 하고 면적은 인구밀도에 따라 달라진다.    주구의 경계 : 주구내 통과교통을 방지하고 차량을 우회시킬 수 있는 충분한 폭원의 간선도로로 계획한다.    오픈스페이스 : 주민의 욕구를 충족시킬 수 있도록 계획도니 소공원과 레크레이션 체계를 갖춘다.    공공시설 : 학교와 공공시설은 주구 중심부에 적절히 통합 배치한다.    상업시설 : 주구내 인구를 서비스할 수 있는 적당한 상업시설을 1개소 이상 설치하되 인접 근린주구와 면해 있는 주구외곽의 교통집중 지역에 배치한다.    내부도로체계 : 순환교통을 촉진하고 통과교통을 배제하도록 일체적인 가로망으로 계획한다.,신도시주의 (New Urbanism 뉴어바니즘),1980년대 무분별한 도시확산으로 인한 문제점들을 해결하기 위한 대안으로서 미국에서 발생한 새로운 도시계획의 신조류이다.
996,Organization for Economic Cooperation and Development의 약자이며 경제협력개발기구로 불리기도 한다. 주로 선진국들의 경제협력을 목표로 하는 국제기구로서 우리 나라도 1996년 이 기구에 가입하였다.,오.이.시.디(OECD),
999,도시를 몇 개의 지구로 나누어 각 지구내에서는 차량의 통행이 자유로우나 지구간의 통행은 대중교통수단에만 허용하는 방법으로 스웨덴 프랑스 등에서 도심지역 차량통행관리를 위한 방법으로 적용하고 있다.,오토프리죤(auto-free zone),
352,;자연지반이란 지하에 인공구조물이 없어서 물의 자연순환이 가능한 지반을 말하는데 이러한 자연지반의 <a class='LINK' href='javascript:openWordLink('대지');'>대지</a>면적에 대한 비율을 자연지반면적률이라고 한다. 자연지반이 적정히 확보되어야 수목의 원활한 생육과 우량녹지의 확보 물순환시스템의 복원 등 생태적 건강성을 도모할 수가 있다.,자연지반면적률,;
1084,☞용도지역,주거지역,
500,주택재개발사업은 과거 구 「도시재개발법」에 의해 시행되던 도시재개발사업이 2003년 제정된 「도시 및 주거환경정비법」으로 통합되면서 정비사업의 한 종류로 정의되고 있다.주택재개발사업은 조합이 시행하거나 조합이 조합원 과반수의 동의를 얻어 시장;군수 주택공사 등 「건설산업기본법」의 규정에 의한 건설업자 「주택법」 의 규정에 의하여 건설업자로 보는 등록사업자 또는 대통령령이 정하는 요건을 갖춘 자와 공동으로 이를 시행할 수 있다.주택재개발사업은 정비구역 안에서 인가받은 관리처분계획에 따라 주택 부대;복리시설 및 오피스텔을 건설하여 공급하거나 환지로 공급하는 방법에 의한다.국토교통부장관은 주택수급의 안정과 저소득 주민의 입주기회를 확대하기 위하여 정비사업으로 건설하는 주택에 대하여 「도시 및 주거환경정비법 시행령」으로 정하는 범위 안에서 주택별 건설비율을 정하여 고시 할 수 있으며 사업시행자는 고시된 내용에 따라 주택을 건설하여야 한다. 이 경우 국토교통부장관은 지역별 특성을 고려하여 다음 각 호의 사항을 지역별로 구분하여 고시할 수 있다.    국민주택규모의 주택 : 건설하는 주택 전체 세대수의 100분의 80 이하    임대주택 : 건설하는 주택 전체 세대수의 100분의 15 이하,주택재개발사업,정비기반시설이 열악하고 노후;불량건축물이 밀집한 지역에서 주거환경을 개선하기 위하여 시행하는 「도시 및 주거환경정비법」에 의한 정비사업의 하나이다.
1258,교통혼잡에 의해 증가하는 사회적 비용을 혼잡비용이라 하는데 혼잡세는 이러한 혼잡비용을 감소시키기 위해 혼잡지역 진입부과금 등의 혼잡세를 부과하여 교통혼잡을 감소시킴과 동시에 교통체계의 평형상태에 도달하도록 하는 것을 말한다. 서울시의 경우 남산터널에서 혼잡세를 징수하고 있다.,혼잡세(混雜稅 congestion tax),
1751,,쌈지형공지,휴게공간 확보를 목적으로 주요 보행결절점에 조성하는 소공원 형태의 공지로서 벤치 조명 등을 설치하여 일반 대중에게 상시 개방되는 대지안의 공지를 말한다.;
971,공개공간의 하나로 눈과 비를 피할 수 있도록 도로에 면한 건물 1층 부분에 한하여 건축선을 후퇴시켜 설치한 실내보행통로를 말한다.,아케이드(arcade),
1002,시장?군수는 온천이 발견된 지역중 온천원보호지구로 지정되지 아니한 지역으로서 소규모 온천개발이 필요하다고 인정하는 지역에 대하여 시?도지사의 승인을 얻어 지정할 수 있는 것이 온천공보호구역이다. 서울의 경우 서초구의 양재스포타임과 노원구의 서올온천 2개소가 지정되어 있다.,온천공보호구역(溫泉孔保護區域),
